City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Wanaka,NZ,-44.7,169.15,62.04,52,83,2.77,broken clouds
348,Anadyr,RU,64.75,177.4833,6.8,72,20,13.42,snow
349,Nemuro,JP,43.3236,145.575,44.6,61,75,13.8,broken clouds
350,Wanning,CN,18.8003,110.3967,84.85,66,11,14.63,few clouds
351,Manitouwadge,CA,49.1215,-85.8403,12.2,73,88,1.14,overcast clouds
352,Puerto Escondido,MX,15.85,-97.0667,80.67,60,3,3.78,clear sky
353,Calaba,PH,15.2953,120.8701,95.0,46,75,9.22,broken clouds
354,Iwanai,JP,42.9744,140.5089,47.12,62,7,7.58,clear sky
355,Camopi,GF,3.1655,-52.3158,70.03,99,51,2.24,broken clouds
356,Krasnoyarka,RU,55.3333,73.1167,21.2,63,0,11.18,clear sky
357,Yulara,AU,-25.2406,130.9889,86.0,13,0,14.97,clear sky
358,Half Moon Bay,US,37.4636,-122.4286,64.4,36,1,2.28,clear sky
359,Jinchang,CN,38.4953,102.1739,47.26,31,100,12.37,overcast clouds
360,Port Moresby,PG,-9.4431,147.1797,84.2,79,40,11.5,moderate rain
361,Batagay-Alyta,RU,67.8006,130.4114,14.05,87,100,2.84,overcast clouds
362,Mangrol,IN,21.1167,70.1167,85.57,56,2,11.54,clear sky
363,Loa Janan,ID,-0.583,117.095,92.73,48,89,2.48,overcast clouds
364,Tupaciguara,BR,-18.5922,-48.705,68.0,77,0,4.61,clear sky
365,Pevek,RU,69.7008,170.3133,-1.68,89,100,3.51,overcast clouds
366,Kirakira,SB,-10.4544,161.9205,82.78,75,90,6.4,light rain
367,Baykit,RU,61.67,96.37,14.68,70,91,3.78,overcast clouds
368,Rusape,ZW,-18.5278,32.1284,63.45,65,53,2.26,broken clouds
369,Makungu,TZ,-8.7333,35.2833,64.17,97,97,5.84,light rain
370,Bagdarin,RU,54.4333,113.6,31.55,44,100,7.74,overcast clouds
371,Bowling Green,US,36.9903,-86.4436,44.6,36,1,9.22,clear sky
372,Balakhta,RU,55.38,91.6,27.7,73,100,11.16,overcast clouds
373,Alpena,US,45.0617,-83.4327,23.0,63,75,9.22,broken clouds
374,Manzanillo,CU,20.3433,-77.1167,74.79,74,34,7.43,scattered clouds
375,Flin Flon,CA,54.7682,-101.865,29.14,96,96,8.93,overcast clouds
376,Kruisfontein,ZA,-34.0033,24.7314,64.0,79,100,7.25,overcast clouds
377,Gotsu,JP,35.0,132.2167,62.6,55,0,10.36,clear sky
378,Ornskoldsvik,SE,63.2909,18.7153,33.8,75,3,13.8,clear sky
379,Geraldton,AU,-28.7667,114.6,100.4,19,0,13.8,clear sky
380,Berlevag,NO,70.8578,29.0864,33.46,91,100,10.38,light snow
381,Wiarton,CA,44.7407,-81.1332,30.0,59,20,8.05,few clouds
382,Novoorsk,RU,51.381,58.9813,24.8,80,0,15.66,clear sky
383,Galle,LK,6.0367,80.217,85.37,70,63,12.68,broken clouds
384,Mehamn,NO,71.0357,27.8492,33.26,95,100,7.65,light snow
385,Apiai,BR,-24.5094,-48.8425,51.39,99,26,0.56,scattered clouds
386,La Ronge,CA,55.1001,-105.2842,35.6,75,90,4.61,overcast clouds
387,Muriti,TZ,-1.9833,32.9167,72.34,75,72,10.13,light rain
388,Letnyaya Stavka,RU,45.4306,43.4472,47.1,58,3,16.87,clear sky
389,Sulangan,PH,11.1373,123.7228,82.56,71,99,9.13,overcast clouds
390,Slave Lake,CA,55.2834,-114.769,37.4,60,75,8.05,broken clouds
391,Vardo,NO,70.3705,31.1107,33.57,90,96,15.23,overcast clouds
392,Karasuk,RU,53.7377,78.0403,22.32,88,77,10.67,broken clouds
393,Buinsk,RU,54.95,48.2833,41.0,70,100,22.37,moderate rain
394,Rio Grande,BR,-32.035,-52.0986,65.39,80,29,9.28,scattered clouds
395,Pangnirtung,CA,66.1451,-65.7125,4.98,98,100,2.55,light snow
396,Carnarvon,AU,-24.8667,113.6333,95.0,34,0,19.57,clear sky
397,Iqaluit,CA,63.7506,-68.5145,-7.01,71,75,31.07,snow
398,Manjacaze,MZ,-24.7117,33.8828,72.95,70,98,8.72,overcast clouds
399,Talnakh,RU,69.4865,88.3972,-5.17,82,12,7.14,few clouds
400,Balkhash,KZ,46.844,74.9804,33.8,100,90,11.18,light snow
401,Likasi,CD,-10.9814,26.7333,62.82,96,65,5.19,broken clouds
402,Pacific Grove,US,36.6177,-121.9166,60.8,39,1,5.75,clear sky
403,Lompoc,US,34.6391,-120.4579,55.4,71,0,4.61,clear sky
404,Kangaatsiaq,GL,68.3065,-53.4641,18.16,84,100,16.91,overcast clouds
405,Port Augusta,AU,-32.5,137.7667,91.0,16,0,11.5,clear sky
406,Padang,ID,-0.9492,100.3543,86.0,62,75,3.44,broken clouds
407,Qasigiannguit,GL,68.8193,-51.1922,21.2,63,75,16.11,broken clouds
408,Panjab,AF,34.388,67.0233,32.27,52,0,4.5,clear sky
409,Hami,CN,42.8,93.45,53.06,23,3,0.76,clear sky
410,Sola,VU,-13.8833,167.55,82.15,72,77,3.91,moderate rain
411,Jardim,BR,-21.4803,-56.1381,66.99,61,92,3.85,overcast clouds
412,Luganville,VU,-15.5333,167.1667,81.9,80,93,1.92,overcast clouds
413,Florianopolis,BR,-27.6146,-48.5012,69.8,68,40,13.8,scattered clouds
414,Bambanglipuro,ID,-7.95,110.2833,84.15,75,83,7.56,broken clouds
415,Haines Junction,CA,60.7522,-137.5108,28.4,59,100,9.22,overcast clouds
416,Saint-Joseph,RE,-21.3667,55.6167,80.6,74,90,11.5,light rain
417,Faridpur,BD,23.6,89.8333,89.6,62,3,11.5,haze
418,Dingle,PH,10.9995,122.6711,86.63,60,100,16.44,overcast clouds
419,Ixtapa,MX,20.7,-105.2,70.0,68,1,3.6,clear sky
420,Sisimiut,GL,66.9395,-53.6735,26.69,75,100,23.82,overcast clouds
421,Jahangirpur,IN,28.1833,77.7167,87.8,19,0,9.22,dust
422,Byron Bay,AU,-28.65,153.6167,71.6,78,90,14.97,light rain
423,Nantucket,US,41.2835,-70.0995,51.01,100,100,18.92,moderate rain
424,Lamu,KE,-2.2717,40.902,80.6,89,90,4.61,light rain
425,San Andres,CO,12.5847,-81.7006,80.6,83,75,16.11,broken clouds
426,Port Lincoln,AU,-34.7333,135.8667,79.12,40,3,10.36,clear sky
427,Zyryanovsk,KZ,49.7386,84.2719,25.36,84,41,1.19,scattered clouds
428,Noumea,NC,-22.2763,166.4572,78.8,65,0,14.97,light rain
429,Necochea,AR,-38.5473,-58.7368,52.0,94,98,4.0,overcast clouds
430,Culleredo,ES,43.2879,-8.3886,64.4,59,0,6.91,clear sky
431,Asau,RO,46.4333,26.4,48.0,49,91,1.81,overcast clouds
432,Buriti Bravo,BR,-5.8372,-43.8336,70.57,98,100,1.52,overcast clouds
433,Hailar,CN,49.2,119.7,54.3,23,100,8.7,overcast clouds
434,Puerto Leguizamo,CO,-0.1934,-74.7819,69.94,99,100,0.83,overcast clouds
435,Mana,GF,5.6592,-53.7767,75.45,88,90,8.88,overcast clouds
436,Port Hedland,AU,-20.3167,118.5667,95.0,46,0,19.57,clear sky
437,Arvika,SE,59.6553,12.5852,30.2,93,10,6.91,clear sky
438,Suez,EG,29.9737,32.5263,59.27,52,11,1.63,few clouds
439,San Lorenzo,PY,-25.3333,-57.5333,66.2,77,0,3.44,clear sky
440,Novonikolayevskiy,RU,50.9738,42.3649,41.0,82,55,13.53,broken clouds
441,Diu,IN,20.7141,70.9822,90.27,42,4,11.18,clear sky
442,College,US,64.8569,-147.8028,19.0,73,90,10.36,light snow
443,Humaita,BR,-7.5061,-63.0208,69.22,99,99,0.83,overcast clouds
444,Saurimo,AO,-9.6608,20.3916,65.68,93,100,2.33,overcast clouds
445,Touros,BR,-5.1989,-35.4608,75.2,94,40,2.3,scattered clouds
446,Mahajanga,MG,-15.7167,46.3167,80.6,83,20,5.75,few clouds
447,Kiunga,PG,-6.1219,141.2906,89.69,50,94,2.89,overcast clouds
448,Zyryanka,RU,65.75,150.85,15.26,77,92,5.64,overcast clouds
449,Camana,PE,-16.6228,-72.7111,69.49,85,99,5.95,overcast clouds
450,Tokur,RU,53.1333,132.9,30.76,92,100,6.85,snow
451,Kelo,TD,9.3086,15.8066,75.94,14,23,5.97,few clouds
452,Alice Springs,AU,-23.7,133.8833,87.01,21,0,11.5,clear sky
453,Clyde River,CA,70.4692,-68.5914,-11.2,70,75,13.8,light snow
454,Jaisalmer,IN,26.9147,70.9181,94.84,3,0,11.61,clear sky
455,Belmonte,BR,-15.8631,-38.8828,77.0,94,0,5.75,clear sky
456,Salalah,OM,17.0151,54.0924,86.0,48,0,2.3,clear sky
457,Antalaha,MG,-14.9003,50.2788,79.97,85,36,7.23,light rain
458,Ngorongoro,TZ,-3.2397,35.4875,54.91,91,88,5.28,overcast clouds
459,Oyugis,KE,-0.509,34.7358,71.76,64,4,1.3,clear sky
460,Yar-Sale,RU,66.8333,70.8333,15.22,94,100,19.22,snow
461,Muli,MV,2.9167,73.5667,84.18,72,80,18.07,heavy intensity rain
462,Fallon,US,39.4735,-118.7774,44.6,26,1,6.91,clear sky
463,Nyurba,RU,63.2842,118.3319,22.84,81,93,1.83,light snow
464,George,ZA,-33.963,22.4617,57.2,100,90,4.61,light rain
465,Freeport,US,40.6576,-73.5832,57.2,94,90,4.61,mist
466,Goderich,CA,43.7501,-81.7165,30.2,64,79,14.97,broken clouds
467,Harper,LR,4.375,-7.7169,78.13,89,68,4.74,broken clouds
468,Bengkulu,ID,-3.8004,102.2655,77.05,88,100,11.99,moderate rain
469,Ormara,PK,25.2088,64.6357,90.05,20,0,23.49,clear sky
470,Baliton,PH,5.7436,125.2364,89.6,66,75,10.36,broken clouds
471,Kindu,CD,-2.95,25.95,71.46,97,100,0.78,overcast clouds
472,Marsh Harbour,BS,26.5412,-77.0636,75.25,79,80,10.11,broken clouds
473,Latung,PH,5.5,120.8833,82.49,76,100,13.31,light rain
474,Russell,US,32.3502,-85.1999,50.0,76,90,11.5,overcast clouds
475,Bathsheba,BB,13.2167,-59.5167,77.0,65,40,14.97,scattered clouds
476,Puerto Del Rosario,ES,28.5004,-13.8627,64.4,72,0,8.05,clear sky
477,Dicabisagan,PH,17.0818,122.4157,85.42,63,27,8.16,scattered clouds
478,Mount Gambier,AU,-37.8333,140.7667,86.0,19,72,17.27,broken clouds
479,Bridlington,GB,54.0831,-0.1919,42.01,85,100,5.99,overcast clouds
480,Balykshi,KZ,47.0667,51.8667,46.4,46,0,17.9,clear sky
481,Awjilah,LY,29.1081,21.2869,53.33,58,3,4.38,clear sky
482,Moose Factory,CA,51.2585,-80.6094,6.8,72,1,4.61,clear sky
483,Wuhu,CN,31.3366,118.3755,57.2,100,90,4.47,light rain
484,Llallagua,BO,-18.4167,-66.6333,39.2,86,98,1.5,overcast clouds
485,Shelburne,CA,44.0787,-80.2041,30.0,76,73,13.02,broken clouds
486,Hvolsvollur,IS,63.7533,-20.2243,37.99,91,100,1.01,overcast clouds
487,Costa Rica,BR,-23.4167,-54.65,58.8,68,37,4.79,scattered clouds
488,Pierre,US,44.3683,-100.351,28.0,58,1,6.91,clear sky
489,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,30.99,91,91,8.19,overcast clouds
490,Yagodnoye,RU,62.55,149.6667,14.5,83,26,0.54,scattered clouds
491,Victoria Point,AU,-27.5833,153.3,75.0,68,34,10.0,scattered clouds
492,Miri,MY,4.4148,114.0089,89.6,55,40,5.75,scattered clouds
493,Hope,US,33.6671,-93.5916,39.0,65,0,5.26,clear sky
494,Takoradi,GH,4.8845,-1.7554,78.82,87,16,6.78,few clouds
495,Valparaiso,CL,-33.0393,-71.6273,55.4,100,90,3.44,overcast clouds
496,Antofagasta,CL,-23.65,-70.4,59.0,82,0,3.44,clear sky
497,Sandnessjoen,NO,66.0217,12.6316,37.4,87,75,11.5,light rain
498,Imeni Poliny Osipenko,RU,52.4201,136.4853,39.81,65,61,7.11,broken clouds
499,La Tuque,CA,47.4334,-72.7824,33.8,93,100,3.44,overcast clouds
500,Iskateley,RU,67.6803,53.1512,30.61,94,100,6.6,overcast clouds
501,Temir,KZ,49.1414,57.13,24.6,74,35,7.81,scattered clouds
502,Coquimbo,CL,-29.9533,-71.3436,55.4,94,0,4.61,clear sky
503,Mount Barker,AU,-35.0667,138.8667,89.01,24,4,8.25,clear sky
504,Port Hardy,CA,50.6996,-127.4199,44.6,75,75,13.8,broken clouds
505,Nizhniy Kuranakh,RU,58.8353,125.4869,32.63,62,99,6.04,overcast clouds
506,Falam,MM,22.9167,93.6833,86.23,13,10,5.77,clear sky
507,Zhigansk,RU,66.7697,123.3711,13.53,85,100,9.1,overcast clouds
508,Laukaa,RU,58.7372,29.8453,36.28,85,100,7.78,overcast clouds
509,Mayo,US,38.8876,-76.5119,52.0,87,90,16.11,light rain
510,Sal Rei,CV,16.1833,-22.9167,68.0,77,75,13.8,broken clouds
511,Tefe,BR,-3.3542,-64.7114,72.54,99,97,2.24,overcast clouds
512,Luis Correia,BR,-2.8792,-41.6669,77.14,87,100,10.2,overcast clouds
513,Nakamura,JP,32.9833,132.9333,65.32,61,92,8.34,overcast clouds
514,Iracoubo,GF,5.4802,-53.2011,76.15,86,92,10.02,overcast clouds
515,Saint-Pierre,RE,-21.3393,55.4781,80.6,74,90,11.5,light rain
516,Yerbogachen,RU,61.2767,108.0108,10.38,70,100,12.48,overcast clouds
517,Kloulklubed,PW,7.0419,134.2556,78.8,94,90,8.05,overcast clouds
518,Mandalgovi,MN,45.7625,106.2708,38.55,62,100,17.63,overcast clouds
519,Lebanon,US,36.2081,-86.2911,43.0,60,75,10.4,broken clouds
520,Katangli,RU,51.7102,143.2326,34.16,88,26,8.05,scattered clouds
521,Kanniyakumari,IN,8.0833,77.5667,88.3,69,68,19.91,broken clouds
522,Amapa,BR,1.0,-52.0,69.96,99,94,1.97,overcast clouds
523,San Carlos De Bariloche,AR,-41.1456,-71.3082,57.2,72,0,10.36,clear sky
524,Liverpool,GB,53.4106,-2.9779,50.0,81,90,13.8,overcast clouds
525,Miraflores,MX,19.2167,-98.8083,59.0,47,1,17.27,clear sky
526,Alamosa,US,37.4695,-105.87,24.8,33,1,4.61,clear sky
527,Korla,CN,41.7597,86.1469,51.55,35,75,4.97,broken clouds
528,Black River,JM,18.0264,-77.8487,75.2,78,20,3.44,few clouds
529,Manaure,CO,11.7751,-72.4445,78.35,76,73,20.58,broken clouds
530,Arlit,NE,18.7369,7.3853,69.44,12,0,4.94,clear sky
531,Kupang,ID,-10.1667,123.5833,82.4,83,40,16.11,moderate rain
532,Ossipee,US,43.6854,-71.1167,55.0,97,100,1.54,light rain
533,Beringovskiy,RU,63.05,179.3167,5.77,91,51,6.17,broken clouds
534,Montes Altos,BR,-5.8333,-47.0667,77.0,94,0,2.3,light rain
535,Havoysund,NO,70.9963,24.6622,35.6,80,75,8.05,light rain
536,Huilong,CN,31.8111,121.655,61.0,99,100,12.48,overcast clouds
537,Manbij,SY,36.5281,37.9549,50.0,81,0,4.61,clear sky
538,Marawi,PH,7.9986,124.2928,84.0,83,100,5.01,overcast clouds
539,Turukhansk,RU,65.8167,87.9833,8.01,75,90,9.62,overcast clouds
540,Oarai,JP,36.3167,140.6,62.6,48,20,11.5,few clouds
541,Kavaratti,IN,10.5669,72.642,83.68,68,50,11.18,scattered clouds
542,Henties Bay,NA,-22.116,14.2845,69.28,76,72,6.31,broken clouds
543,Pemangkat,ID,1.1667,108.9667,84.78,66,48,7.43,scattered clouds
544,Milkovo,RU,54.7167,158.6167,32.92,98,100,3.67,overcast clouds
545,Omsukchan,RU,62.5333,155.8,14.11,82,100,4.45,overcast clouds
546,Bilma,NE,18.6853,12.9164,65.71,12,0,14.27,clear sky
547,Green River,US,41.5286,-109.4662,33.8,27,1,8.05,clear sky
548,Bronnoysund,NO,65.4625,12.1997,37.4,87,75,11.5,broken clouds
549,Finschhafen,PG,-6.6024,147.8681,84.72,72,97,7.43,overcast clouds
550,Kuusankoski,FI,60.907,26.6244,33.01,80,0,6.91,clear sky
551,Puerto Penasco,MX,31.3167,-113.5333,71.01,37,20,7.0,few clouds
552,San Buenaventura,MX,27.0833,-101.5333,63.73,59,100,16.2,overcast clouds
553,Karla,EE,59.3723,24.9275,37.99,80,0,6.91,clear sky
554,Mantua,IT,45.1667,10.7833,51.8,71,4,2.3,clear sky
555,Requena,ES,39.4883,-1.1004,50.0,81,0,4.61,clear sky
556,Morant Bay,JM,17.8815,-76.4093,78.8,73,20,6.91,few clouds
557,Araouane,ML,18.9048,-3.5265,73.27,7,27,10.2,scattered clouds
558,North Bend,US,43.4065,-124.2243,48.2,87,1,3.44,clear sky
559,Karwar,IN,14.8,74.1333,86.43,53,28,8.55,scattered clouds
560,Kuldiga,LV,56.974,21.9572,35.6,100,0,5.61,moderate rain
561,Tautira,PF,-17.7333,-149.15,82.4,74,20,6.91,few clouds
562,Tuatapere,NZ,-46.1333,167.6833,55.99,78,100,1.99,light rain
563,Colares,PT,38.7992,-9.4469,60.01,77,82,10.0,broken clouds
564,Meulaboh,ID,4.1363,96.1285,76.96,84,100,7.36,overcast clouds
565,Turayf,SA,31.6725,38.6637,50.0,66,0,6.91,clear sky
566,Oriximina,BR,-1.7656,-55.8661,73.42,95,99,3.13,heavy intensity rain
567,Lukulu,ZM,-14.3707,23.242,65.84,77,42,7.92,scattered clouds
568,Am Timan,TD,11.0297,20.2827,79.45,14,26,5.99,scattered clouds
569,Glendive,US,47.1053,-104.7125,35.6,32,1,5.75,clear sky
570,Rio Blanco,MX,18.8333,-97.15,61.7,92,94,4.34,overcast clouds
571,Bow Island,CA,49.8668,-111.3684,37.4,60,14,8.05,few clouds
572,Lesnoy,RU,57.6198,63.0784,32.09,91,100,14.72,light snow
573,Lala,PH,7.9745,123.7458,88.86,60,100,7.07,overcast clouds
574,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.14,91,22,7.09,few clouds
575,Ambatofinandrahana,MG,-20.55,46.8,64.49,75,72,9.33,broken clouds
576,Portland,US,45.5234,-122.6762,54.0,50,1,1.48,clear sky
577,Daoukro,CI,7.0591,-3.9631,71.67,99,77,2.13,broken clouds
578,Camocim,BR,-2.9022,-40.8411,75.74,92,99,8.25,overcast clouds
579,Nha Trang,VN,12.25,109.1833,93.2,52,0,8.05,clear sky
580,Cookeville,US,36.1628,-85.5016,39.99,100,1,9.8,clear sky
581,Hearst,CA,49.6835,-83.6665,5.0,85,99,4.61,overcast clouds
582,Bud,US,39.447,-86.1758,33.01,58,48,9.75,scattered clouds
583,Manika,PH,11.388,122.2793,84.31,65,99,8.59,overcast clouds
584,Hobyo,SO,5.3505,48.5268,83.37,63,73,6.33,broken clouds
585,Kluczbork,PL,50.9728,18.2182,55.0,55,20,8.01,few clouds
586,Craig,US,40.5153,-107.5464,30.2,68,1,5.12,clear sky
587,Tessalit,ML,20.1986,1.0114,72.52,11,1,8.03,clear sky
588,Songjianghe,CN,42.1859,127.479,61.77,24,85,1.21,overcast clouds
589,Hambantota,LK,6.1241,81.1185,89.6,70,20,14.97,few clouds
590,Rudbar,AF,30.15,62.6,69.15,16,0,13.2,clear sky
591,Kodinsk,RU,58.6881,99.1844,17.74,71,100,7.85,overcast clouds
592,Vanimo,PG,-2.6741,141.3028,82.58,74,71,5.5,light rain
593,Cabra,ES,37.4725,-4.4421,53.6,76,0,1.14,clear sky
594,Fernie,CA,49.5,-115.0687,42.8,86,74,2.57,broken clouds
595,Melendugno,IT,40.2747,18.3368,54.0,100,0,1.14,clear sky
596,Menongue,AO,-14.6585,17.691,63.09,94,96,3.33,overcast clouds
597,Puro,PH,12.4841,123.3827,86.99,55,45,11.52,scattered clouds
598,Sikar,IN,27.6167,75.15,90.28,4,0,18.37,clear sky
599,Guapore,BR,-28.8456,-51.8903,62.01,92,30,0.67,scattered clouds
600,Mount Isa,AU,-20.7333,139.5,89.6,23,0,17.27,clear sky
601,Pagouria,GR,41.0291,25.3184,46.4,81,40,5.75,scattered clouds
602,Raduzhnyy,RU,62.0961,77.475,31.55,98,100,11.25,light snow
603,Galesong,ID,-5.3166,119.3661,78.8,94,40,13.8,heavy intensity rain
604,Abha,SA,18.2164,42.5053,68.0,39,0,4.61,clear sky
605,Mangai,CD,-4.05,19.5333,69.4,97,78,1.21,light rain
606,Sao Filipe,CV,14.8961,-24.4956,71.17,73,22,12.3,few clouds
607,Nhamunda,BR,-2.1861,-56.7131,73.26,97,100,1.03,overcast clouds
608,Westport,US,41.1415,-73.3579,55.0,94,90,6.46,mist
609,Tirumullaivasal,IN,11.2333,79.8333,96.46,46,6,10.78,clear sky
610,Shache,CN,38.4167,77.2406,56.84,31,2,9.86,clear sky
611,Arica,CL,-18.475,-70.3042,66.2,77,90,5.75,overcast clouds
612,Baherden,TM,38.4362,57.4316,58.91,37,55,18.21,broken clouds
613,Tourlaville,FR,49.6383,-1.5664,57.2,62,0,5.75,clear sky
614,Gat,IL,31.61,34.7642,57.99,100,13,1.01,few clouds
615,Vilhena,BR,-12.7406,-60.1458,67.71,95,100,0.54,overcast clouds
616,Viru,PE,-8.4167,-78.75,71.83,78,49,2.39,scattered clouds
617,Baruun-Urt,MN,46.6806,113.2792,48.81,47,100,11.95,overcast clouds
618,Shenzhen,CN,22.5455,114.0683,82.99,78,20,15.66,few clouds
619,Anaconda,US,46.1285,-112.9423,30.2,55,1,5.75,clear sky
620,Luau,AO,-10.7073,22.2247,65.46,95,94,3.74,overcast clouds
621,Susanville,US,40.4163,-120.653,39.2,45,1,8.05,clear sky
622,Chicama,PE,-7.8447,-79.1469,70.23,81,43,5.3,scattered clouds
623,Coihaique,CL,-45.5752,-72.0662,53.6,71,90,3.24,overcast clouds
624,Eyl,SO,7.9803,49.8164,82.38,47,45,8.37,scattered clouds
625,Labuhan,ID,-6.8844,112.2051,83.98,75,90,6.64,overcast clouds
626,Durban,ZA,-29.8579,31.0292,72.0,78,40,5.75,scattered clouds
627,Muros,ES,42.7762,-9.0603,61.0,83,100,8.68,moderate rain
628,Pavilosta,LV,56.8879,21.1859,35.6,93,90,13.8,moderate rain
629,Hay River,CA,60.8156,-115.7999,33.8,75,100,5.75,overcast clouds
630,Eureka,US,40.8021,-124.1637,51.01,70,0,4.61,clear sky
631,Sulina,RO,45.1559,29.6536,44.28,70,0,9.01,clear sky
632,Sungai Besar,MY,3.6746,100.9867,93.2,62,20,3.44,few clouds
633,Bam,IR,29.106,58.357,76.24,8,0,5.26,clear sky
634,Yarmouth,US,41.7057,-70.2286,55.4,94,90,13.8,mist
635,Weleri,ID,-6.9713,110.0666,89.6,66,20,12.66,few clouds
636,Zaysan,KZ,47.4667,84.8667,32.99,72,38,4.03,scattered clouds
637,Stege,DK,54.987,12.2846,48.99,86,100,8.99,overcast clouds
638,Bushenyi,UG,-0.5853,30.2114,63.64,88,100,2.8,overcast clouds
639,Balabac,PH,7.9868,117.0645,77.02,84,100,4.14,heavy intensity rain
640,Vestmanna,FO,62.1564,-7.1664,41.0,81,75,19.57,broken clouds
641,Garcia,MX,25.8167,-100.5833,68.0,45,90,17.27,overcast clouds
642,Mareeba,AU,-17.0,145.4333,82.4,61,75,18.41,broken clouds
643,Lyubim,RU,58.3625,40.6843,35.74,88,100,6.85,overcast clouds
644,Villazon,BO,-22.0866,-65.5942,47.41,75,73,9.35,broken clouds
645,Srandakan,ID,-7.9386,110.2506,84.07,75,83,7.65,broken clouds
646,General Pico,AR,-35.6566,-63.7568,56.77,78,2,7.63,clear sky
647,Aconibe,GQ,1.2968,10.9369,66.97,98,93,1.5,overcast clouds
648,Tura,IN,25.5198,90.2201,87.82,45,42,7.43,scattered clouds
649,Abnub,EG,27.2696,31.1511,50.0,66,0,9.22,clear sky
650,Trincomalee,LK,8.5711,81.2335,91.0,54,86,7.9,overcast clouds
651,Kimbe,PG,-5.5502,150.1429,84.65,73,96,4.74,light rain
652,Kabo,CF,7.6994,18.629,79.29,18,80,3.74,broken clouds
653,Sur,OM,22.5667,59.5289,85.51,46,38,7.65,scattered clouds
654,Kualakapuas,ID,-3.0091,114.3876,84.2,79,20,5.75,few clouds
655,Salisbury,GB,51.0693,-1.7957,51.8,87,40,10.36,scattered clouds
656,Miyako,JP,39.6367,141.9525,51.39,64,4,5.32,clear sky
657,Pangody,RU,65.85,74.4859,15.39,93,100,22.41,light snow
658,Vossevangen,NO,60.623,6.4229,32.0,94,75,3.69,broken clouds
659,Daman,IN,20.4167,72.85,86.59,56,7,13.27,clear sky
660,Ugoofaaru,MV,5.6667,73.0,84.61,73,68,13.91,broken clouds
661,Tarata,BO,-17.6167,-66.0167,53.6,94,90,9.22,heavy intensity rain
662,Olot,ES,42.181,2.4901,44.01,93,0,1.14,clear sky
663,Livramento,BR,-3.0254,-60.1803,77.0,100,75,3.44,light rain
664,Chumikan,RU,54.7183,135.315,34.77,89,100,7.31,overcast clouds
665,Labuan,MY,5.2767,115.2417,87.8,70,20,4.61,few clouds
666,Yol,IN,32.1667,76.2,79.12,14,0,8.63,clear sky
667,Teya,RU,60.3778,92.6267,18.09,67,75,6.42,broken clouds
668,Tommot,RU,58.9564,126.2925,33.1,65,98,6.35,overcast clouds
669,Radnevo,BG,42.3,25.9333,37.4,100,20,13.8,few clouds
670,Wahiawa,US,21.5028,-158.0236,75.0,73,90,6.91,overcast clouds
671,Jucurutu,BR,-6.0339,-37.0203,74.43,86,61,3.18,broken clouds
672,Moranbah,AU,-22.0016,148.0466,78.48,45,53,18.23,broken clouds
673,Fare,PF,-16.7,-151.0167,82.69,70,93,6.38,overcast clouds
674,Awbari,LY,26.5921,12.7805,58.53,26,0,5.46,clear sky
675,Shinjo,JP,38.7586,140.3008,59.0,44,20,17.27,few clouds
676,Coron,PH,11.9986,120.2043,87.3,59,98,12.57,overcast clouds
677,Tingo Maria,PE,-9.2895,-76.0088,67.91,98,64,1.12,broken clouds
678,San Isidro,PE,-12.1167,-77.05,70.0,83,0,8.05,clear sky
679,Japura,ID,-0.3167,102.35,78.82,76,100,2.95,overcast clouds
680,Terrace Bay,CA,48.7834,-87.1,12.2,73,34,1.14,scattered clouds
681,Alvorada,BR,-12.48,-49.1247,73.22,79,55,1.88,broken clouds
682,Kassala,SD,15.451,36.4,83.14,46,47,9.95,scattered clouds
683,Sovetskiy,RU,61.3614,63.5842,34.32,80,50,9.64,scattered clouds
684,Alta,NO,69.9689,23.2717,35.6,75,90,4.61,overcast clouds
685,Nacala,MZ,-14.5428,40.6728,75.92,74,90,7.74,overcast clouds
686,Athabasca,CA,54.7169,-113.2854,35.6,69,96,1.14,overcast clouds
687,Yenagoa,NG,4.9247,6.2642,78.39,84,59,3.42,broken clouds
688,Talovyy,RU,47.8077,40.1094,42.8,75,0,15.66,clear sky
689,Senanga,ZM,-16.1167,23.2667,67.48,70,12,7.16,few clouds
690,Omboue,GA,-1.5746,9.2618,73.69,88,96,5.57,overcast clouds
691,Tonj,SS,7.2737,28.6822,86.09,35,70,4.5,broken clouds
692,Lubango,AO,-14.9172,13.4925,58.86,91,73,2.24,broken clouds
693,Pervomayskoye,RU,43.919,46.7102,53.91,55,6,21.39,clear sky
694,Jiangyou,CN,31.7667,104.7167,57.33,75,100,3.6,overcast clouds
695,Takapau,NZ,-40.0333,176.35,55.0,79,96,4.56,overcast clouds
696,Cherepovets,RU,59.1333,37.9,32.0,100,90,4.47,overcast clouds
697,Keetmanshoop,NA,-26.5833,18.1333,66.2,72,0,5.75,clear sky
698,Hovd,MN,48.0056,91.6419,33.84,30,86,9.31,overcast clouds
699,Lakatoro,VU,-16.0999,167.4164,81.84,78,95,2.73,overcast clouds
700,Aginskoye,RU,51.1,114.53,33.55,74,100,4.16,light snow
